x,y,color
54.19748764319943,39.959554372031164,ro
48.98043697598452,35.29988140579026,ro
82.48660001376844,28.504405142270357,ro
81.95197392096432,30.466596933516314,go
46.18289151286088,17.766901404434506,ro
74.0978957225035,40.03645018830693,ro
49.63621469952668,12.09892973084598,ro
71.33764097817189,6.754610873990064,ro
46.53329724455201,16.791612559681404,ro
46.60776726872018,31.159274946267573,ro
82.94048731673048,23.69523734117668,ro
52.04568521587407,38.376336890860486,ro
67.82364450443264,42.47786348107408,go
78.33138550523901,11.648037853998959,ro
50.20124696316206,11.392729709371807,ro
67.92702266867201,42.522958762542274,go
55.26966624531422,7.382016389850175,ro
48.74846671636122,13.219530991877148,ro
78.93525838055398,35.69878546984474,go
66.93400229703744,42.816653335565306,go
55.36213114218815,7.425106679508978,ro
46.139022218352196,29.86602104430158,ro
58.63379184100839,42.05057729508043,ro
51.20614641120315,10.302527599511043,ro
45.24878117607308,23.779747125386216,ro
56.42890683908847,41.20206159360992,ro
45.13233810402848,24.906011158611335,ro
76.66743774546211,37.99298364940492,bo
50.15592783360147,11.237483907878987,ro
46.82014165300565,31.90951364904565,ro
74.86784863452388,37.360384500596176,ro
77.70976465248499,20.844956282223954,bo
61.7023099379894,25.03407008118139,go
78.84684933638685,21.993266518246706,bo
77.45686507605912,35.852695873539275,ro
80.6170336433555,25.153129664362172,ro
81.03879414457617,27.632479764641047,ro
80.68167357555123,30.342654151633383,go
77.21690888180082,20.231130887908122,bo
72.42988805403674,38.04595765661414,ro
79.52750593665647,23.046321338149347,bo
78.47401483850874,34.86212234841007,ro
66.44952914962167,19.199467185605652,go
75.71617779932322,36.89442755861218,ro
71.51647735761448,37.9839671681875,ro
80.15074124585985,24.393144590879665,ro
80.99321433009263,27.1907744524926,ro
82.2858351053939,19.403817417932817,bo
85.58477915240286,18.84422031381323,bo
82.0161816705153,19.534889189733175,bo
97.82178823480507,27.918107220931397,bo
91.1087838482848,42.228424745978614,bo
82.92021677141017,42.80710029147371,bo
74.2883448163056,27.63785652520361,bo
75.62218948068363,24.848237297140304,bo
82.23277344170513,19.363345557918237,bo
98.31985811249774,31.08235430533783,bo
96.87346506466645,24.940435974324238,bo
98.04996935829405,33.63547480163639,bo
84.32204908431815,43.039250306268436,bo
97.97629228283324,34.13719665785777,bo
97.43098194042199,26.2479055399112,bo
95.13391031330475,22.611550063512645,bo
92.31550210215232,20.4763181124791,bo
90.63905379457624,42.27769304666813,bo
84.02941884121029,42.83693344066018,bo
78.97135966380829,20.924290855891055,bo
80.70718961297017,42.00765045122406,bo
86.34867611246327,43.166006242144526,bo
85.96222953947988,18.650977184686145,bo
74.1881152212239,27.85818823147613,bo
93.66191543287894,21.15528018405538,bo
97.34058771094638,26.30320636388572,bo
93.61209325002322,40.65058319089194,bo
91.19922848793233,19.70668652873639,bo
85.08921461948134,43.08083681290679,bo
77.22294198326733,22.70058121226385,bo
center,radius,color
"(63.3181575549964, 23.8051287114846)",18.17504455635486,"(1.0, 0.0, 0.0)"
"(69.2269745284198, 32.0094151170874)",11.305514679308486,"(0.0, 0.5019607843137255, 0.0)"
"(86.1799523582063, 30.6444767644362)",12.009277738451795,"(0.0, 0.0, 1.0)"
Initial clusters
"(64.15339519913739, 83.76667235186751, 'kx')",27.334696869186242
"(62.670313256194255, 34.90813289721708, 'kx')",25.087656194462618
"(86.08478084710623, 1.6708252358061504, 'kx')",16.02093002347025
