x,y,color
32.83831992252814,88.07033347321041,ro
17.604323751078482,83.61760005450176,ro
28.708488748016975,68.07789777071629,ro
24.120885297751656,68.48107035933852,ro
33.95026097572007,70.2814537746042,ro
19.043202169508596,85.79761514683628,ro
37.032440426495725,74.1072764796494,ro
32.698098355428016,88.13915437945502,ro
21.73381689210509,88.05594316670677,ro
34.044405494472876,87.21340436001624,ro
38.06843159528821,78.11164002690703,ro
36.2461372974511,84.80682475305512,ro
17.830208909001097,84.02050790276094,ro
35.08596276217557,71.34760358563032,ro
37.7123519740734,81.61085426230207,ro
17.83865781599369,84.02744828754659,ro
28.43965773915217,89.53194567755693,ro
26.544230103236483,89.56205091417976,ro
32.530906755956785,69.35778411772492,ro
23.789158218753737,89.00656590414404,ro
35.57656197638872,71.85219262527612,ro
18.523830612369586,72.49462203467925,ro
25.432619254177663,68.15029706680802,ro
17.695027563042593,83.76408215760571,ro
37.58287034019052,82.08701968559195,ro
16.969799978935225,82.00446526719257,ro
21.50863954216835,69.64975312041798,ro
35.31705466410919,71.59014717680147,ro
38.08666027823239,78.46729348295014,ro
28.72857423972151,89.49121032102386,ro
77.24808129364813,17.43363910498609,go
81.05616261933336,20.232332906239037,go
76.74651291215488,20.418558793682212,go
76.7225685500356,18.11177312952634,go
80.39420624483675,17.377991882512603,go
79.7232084915343,21.493038309620253,go
76.95046198400897,20.721977960677204,go
79.92335139420933,21.417055882625807,go
77.10043751988586,20.898353546465447,go
77.15258325806796,20.965759818436336,go
78.4094989955424,16.855206832615707,go
76.9663216380822,20.764784262303728,go
80.70205583856249,17.685530822405212,go
80.51130438529513,17.491510100312446,go
78.62270662517413,21.63495359693036,go
76.49007479187735,19.774157233723077,go
79.74513532167059,16.99485858978713,go
77.99142227847068,21.4886221778609,go
76.43915522253505,19.467547959335302,go
81.24524366929492,18.814153015522738,go
81.05551267810858,20.25931034050918,go
76.55563640774224,20.01846848302086,go
78.86058722226169,21.655427168257805,go
80.71329187996942,20.778603436535132,go
76.81730295761503,17.939063069750613,go
76.44819309009547,18.952002924693286,go
76.45885899996881,18.935889598969634,go
79.3435440745876,21.61989326159684,go
79.42690282877977,16.87121520672436,go
77.16386319067469,20.983697457048038,go
87.7502749990452,99.24138980571206,bo
91.84934162589383,93.24551731740937,bo
86.55053843444414,97.14731034429154,bo
87.26077856322391,98.71853066950648,bo
88.70372610170676,93.1081683680443,bo
88.85893217263725,99.88862606349736,bo
92.30459256992543,93.55526019104647,bo
89.8397225215334,92.82695057338287,bo
91.93850147021408,93.31548603348526,bo
93.5418620452752,95.22441269645705,bo
93.38583710567238,98.03852717414779,bo
89.20964405218893,92.92159861248179,bo
88.66233218928133,93.11517257895623,bo
87.81394932832542,99.28449982915389,bo
93.29393731900036,94.66501507643181,bo
88.87523190826491,99.89741087620433,bo
91.8237464035852,99.66798626162064,bo
92.72073763933626,93.90710997377094,bo
86.52028128976455,97.14116484256766,bo
86.92449744283806,94.67914233595023,bo
86.99591521056612,98.35441197377365,bo
90.69578922653467,100.04087182574578,bo
86.84012099671689,94.86848097900727,bo
86.78803623199168,94.98410559427948,bo
91.0107143947102,92.914019071364,bo
91.64647736065695,99.75265051483842,bo
89.75458945583387,92.84215229850791,bo
91.68534384289389,93.17744367609046,bo
89.91549659476988,100.08797736872853,bo
91.775011451163,99.68875479370591,bo
center,radius,color
"(27.2847433328240, 78.7931250064343)",10.802161323252271,"(1.0, 0.0, 0.0)"
"(78.8538139624082, 19.2390041212709)",2.4194628115580805,"(0.0, 0.5019607843137255, 0.0)"
"(90.1107957064057, 96.4566741776779)",3.642101105234719,"(0.0, 0.0, 1.0)"
Initial clusters
"(47.717010913599786, 75.00599152945566, 'kx')",18.075404348511277
"(97.5443428854361, 73.70638828631922, 'kx')",28.48071661321648
"(55.839740686773, 40.881310687541585, 'kx')",14.175456264927085
