x,y,color
21.812977628106907,33.2575005327996,ro
21.73117979104251,32.739087511936596,ro
30.152574897648446,33.34956475884431,ro
30.10565218406107,30.84900787266547,ro
21.858135233667504,33.536702395381155,ro
24.48113356649208,36.35623117273943,ro
30.044453204340197,30.763179656661407,ro
28.158316129802376,36.048565333345216,ro
21.651514124796734,31.621100917939504,ro
25.24584047549183,28.0169537972379,ro
23.363191022845417,28.7486958459411,ro
30.373219471372597,32.24889215543494,ro
26.502674477014708,36.53614330125618,ro
21.911427852789558,33.83296721374148,ro
28.931492026207266,29.10533742018831,ro
25.45181078934825,27.952447406550085,ro
30.242805808090488,33.1657337680103,ro
26.737149047419535,36.47952041583664,ro
29.94490308276979,34.073699948804496,ro
28.92819043485148,29.080727033421603,ro
26.773377125738126,28.01774739406426,ro
26.307619544252812,36.59835418113524,ro
28.273097209145263,35.93330848133287,ro
22.1519362381623,34.24794979907263,ro
23.955609616487376,28.474532011852077,ro
24.3899565167028,28.202886028024736,ro
28.844972007558635,35.48693024235211,ro
23.58226332007043,35.77192057208537,ro
21.83273085821287,33.23169943328188,ro
30.305813086941978,31.811141060668437,ro
55.23635893290069,22.836461653122164,go
47.75732869334324,21.584555236648367,go
52.9816251431955,53.42899802308935,go
54.61217460261509,52.88946864194597,go
39.43271664882083,24.439189301212174,go
63.39087057289253,30.85433180417356,go
45.770678149302746,53.79063741026004,go
50.82617955523787,53.87170590928942,go
47.77020667289041,53.93458280802251,go
55.77601832291216,23.08383620984091,go
51.60002442034087,53.68854253238007,go
56.583512665365895,51.92413212060726,go
63.05105634932894,45.429597594594725,go
60.00515905935311,26.12496533868734,go
35.32845569407556,28.491894592624043,go
64.954681235505,39.00160179900765,go
44.9262357908426,53.5450095298668,go
44.53142010095036,53.515184912021425,go
39.05568219722764,50.79665205824509,go
53.87020068673954,22.372751909720304,go
46.49656981681998,21.70512630153151,go
53.57783687815177,53.29906030447035,go
58.82588728098376,25.121222144574105,go
44.78942873804955,53.495782949962724,go
46.88226635860696,21.56617094507833,go
32.44110322474313,38.041627835590944,go
48.644044185321484,54.05366958295534,go
41.587763130413244,23.181788216642772,go
61.80555198339242,28.223447651566296,go
59.29343264771861,25.381418334247883,go
84.16288284376307,27.71805550336978,bo
84.96018778059872,28.23091597000506,bo
84.28480752836019,27.857555511446286,bo
80.71331824587891,31.78996373670802,bo
85.61098527151309,32.081627541803506,bo
81.7984824312266,32.98547464362011,bo
80.63841468619644,31.561007111780068,bo
83.13152779616803,33.39202602859384,bo
86.09636747031544,31.079567949133832,bo
81.26487205252644,32.61477740550536,bo
80.49211981470854,31.006539392622994,bo
84.39665619274423,27.77659769760481,bo
80.83753929547885,28.958652986537498,bo
82.81643036917104,33.290293236412474,bo
80.63007385979651,29.52262151216783,bo
80.56196287097282,31.407836799635355,bo
85.18579522639028,32.712619947905125,bo
81.15800031025938,32.3815148554331,bo
84.49517598632245,27.949914555478028,bo
81.1020955457771,28.628333728960452,bo
81.08555817250007,28.637279642816008,bo
85.6225265885042,28.8976569798543,bo
80.58147199070333,31.377673876290988,bo
85.50663541246311,32.30789783426141,bo
80.84446528635034,32.03453170539341,bo
85.42808270668891,32.475280988474864,bo
80.54714441039224,31.312586031301723,bo
84.53256422915834,27.876558406844488,bo
85.21633844976024,32.670311868967865,bo
80.67333129361673,31.5818095128415,bo
center,radius,color
"(25.9972492638399, 32.2535927694450)",4.3290509103218815,"(1.0, 0.0, 0.0)"
"(48.7046548880840, 37.7619927960708)",16.246031766493445,"(0.0, 0.5019607843137255, 0.0)"
"(83.2911675616353, 30.5044375177928)",2.8695758055045806,"(0.0, 0.0, 1.0)"
Initial clusters
"(40.19639262794581, 82.74129276997178, 'kx')",19.17249167401325
"(3.08583840493033, 71.98657124777719, 'kx')",19.776537247906006
"(96.60998758051316, 61.8108775128117, 'kx')",15.283819939339494
