x,y,color
93.20379371632687,43.58547169971915,ro
85.27402519716217,30.61362383096552,ro
81.59338162608292,31.451399487766267,ro
93.60244843856371,42.71249216398874,ro
84.96699244618692,30.62175594657802,ro
79.75025463742816,32.61120895146331,ro
85.5579861637577,30.615576924883776,ro
86.28977727601647,30.662692655148582,ro
93.871322599315,41.91958879159398,ro
83.10902373246431,30.902654528642458,ro
93.75848796695078,42.28288859755916,ro
83.7806280865949,30.754258409603313,ro
86.04672660504109,30.640289812634677,ro
92.44471377860305,44.78841777108343,ro
20.573361621148642,48.083611236131475,bo
34.473037199506244,70.57631642164563,bo
18.373117921882532,55.83474861453423,bo
23.167173660439182,66.74549968179458,bo
47.73778694690227,53.336923977267624,go
28.362475936660196,41.856226038759644,bo
36.590203906898964,70.23180911121712,bo
32.681446022952485,41.06342039869559,bo
24.748871141809666,43.68208208880955,bo
30.79102120393513,70.44310955644099,bo
18.400970418129525,56.75233215243888,bo
46.433181927954365,49.316758548460164,go
29.913348156676488,41.41693013893674,bo
21.980078893941645,65.52387639586759,bo
28.52004461860939,69.8869367861267,bo
30.283477079293547,41.338537476477434,bo
41.53193499405814,43.65154267470984,bo
23.268844271208252,66.83786308557383,bo
47.60500715445271,52.660137539921614,go
25.77725117536764,68.65850971432016,bo
19.132063693163698,60.52188683710977,bo
46.42560552311523,49.301379830188566,go
39.573968459014125,42.517563121433504,bo
25.165901873665323,43.403932091604254,bo
32.325129226549855,41.07932104962489,bo
19.830781758247596,49.442588850373454,bo
19.59169223090909,61.723753959822204,bo
43.59287725097572,45.35998798217378,bo
18.58433772341896,58.33565189018716,bo
40.01152541915562,68.95303599910316,bo
18.77704092195828,52.41217889634109,bo
27.69696113649607,42.10258939721251,bo
27.352162240484493,42.244782811608246,bo
20.1227697929248,62.8229772447943,bo
21.357027162633806,64.75330276782633,bo
39.435289826412045,42.45173354548899,bo
42.5229940128414,44.39470818084135,bo
21.842263338510953,46.3277621118919,bo
18.561522918540035,53.491869219946615,bo
49.36785967420429,51.049951885032044,bo
56.09343364101756,40.29601594274956,go
54.728138094572515,41.32163456353595,go
49.30204801035785,54.68352865958068,bo
52.24439369207803,62.320175925825325,go
61.212194820019356,38.08591384786582,go
55.1714314089543,40.96236003791273,go
49.675182859946275,49.44283762888437,bo
61.40812359769846,38.0421647317265,go
55.60447484366855,40.63650170442253,go
51.73670733377835,61.58907484860937,go
59.12194271061783,38.72558085379042,go
67.0876913040811,37.88145685909885,ro
69.66067939066454,38.51789135206438,ro
54.89186110792165,41.18577129239782,go
49.337853745309516,51.28236974409036,bo
51.32553065382261,60.922654760230444,go
49.27874848760656,51.85963745506783,bo
51.650965933249886,61.456198558771014,go
49.96810435252094,57.87817105922656,go
79.9434899121489,55.53697939898116,ro
center,radius,color
"(80.4540790675896, 42.9574406373277)",12.341844258146564,"(1.0, 0.0, 0.0)"
"(58.6149413789120, 50.5485179991291)",11.585090209290778,"(0.0, 0.5019607843137255, 0.0)"
"(34.7685409367866, 56.2293926224381)",15.711677578374472,"(0.0, 0.0, 1.0)"
Initial clusters
"(33.162563263991025, 55.845041611315516, 'kx')",14.789448923911126
"(47.65725881621212, 50.94725341203527, 'kx')",1.7136809130411557
"(85.36348024610255, 39.7912172222871, 'kx')",9.17802934524646
