x,y
93.20379371632687,43.58547169971915
88.98102821545419,31.389143446871895
93.0880543118775,35.148303372547865
85.27402519716217,30.61362383096552
90.74844584576711,32.443816620091084
79.0223971210457,33.27651750318171
81.59338162608292,31.451399487766267
91.30661055243634,32.90963209760664
90.97852784039499,32.626473666845335
81.36736677998839,47.386207056232806
84.18271673044805,48.2563676031937
93.60244843856371,42.71249216398874
84.96699244618692,30.62175594657802
79.75025463742816,32.61120895146331
85.5579861637577,30.615576924883776
86.28977727601647,30.662692655148582
76.74252504508895,37.39226346593138
82.51695730565322,47.867431264916576
84.43059345910706,48.28590801823405
77.88117786944022,34.71461147447609
82.13811533716941,47.72965497661983
93.871322599315,41.91958879159398
83.04102042472346,48.02675818592115
83.10902373246431,30.902654528642458
93.75848796695078,42.28288859755916
94.0619626149682,37.83100279908457
77.46071406000311,43.49715615952421
76.50803703993874,39.96219617106787
87.99401459008858,47.932163808923875
77.50936661590006,35.35629763741738
85.66178519585243,48.32895850057394
86.30501408163782,48.28319945394948
89.64892087196465,31.723182871742917
83.7806280865949,30.754258409603313
86.04672660504109,30.640289812634677
83.51506283898871,48.14111133719766
92.44471377860305,44.78841777108343
83.88560874237174,48.21156812410375
77.46627629047651,35.439470511096154
77.24193951573386,35.91206496134129
20.573361621148642,48.083611236131475
34.473037199506244,70.57631642164563
18.373117921882532,55.83474861453423
23.167173660439182,66.74549968179458
47.73778694690227,53.336923977267624
28.362475936660196,41.856226038759644
36.590203906898964,70.23180911121712
32.681446022952485,41.06342039869559
24.748871141809666,43.68208208880955
30.79102120393513,70.44310955644099
44.96629428706542,64.75569441613655
18.400970418129525,56.75233215243888
46.433181927954365,49.316758548460164
29.913348156676488,41.41693013893674
21.980078893941645,65.52387639586759
28.52004461860939,69.8869367861267
30.283477079293547,41.338537476477434
41.53193499405814,43.65154267470984
23.268844271208252,66.83786308557383
47.60500715445271,52.660137539921614
25.77725117536764,68.65850971432016
19.132063693163698,60.52188683710977
46.42560552311523,49.301379830188566
39.573968459014125,42.517563121433504
25.165901873665323,43.403932091604254
32.325129226549855,41.07932104962489
19.830781758247596,49.442588850373454
19.59169223090909,61.723753959822204
43.59287725097572,45.35998798217378
18.58433772341896,58.33565189018716
40.01152541915562,68.95303599910316
18.77704092195828,52.41217889634109
27.69696113649607,42.10258939721251
27.352162240484493,42.244782811608246
20.1227697929248,62.8229772447943
21.357027162633806,64.75330276782633
39.435289826412045,42.45173354548899
42.5229940128414,44.39470818084135
21.842263338510953,46.3277621118919
18.561522918540035,53.491869219946615
75.53418047697345,64.14035890094875
49.36785967420429,51.049951885032044
68.76257880245602,68.04716107324842
56.09343364101756,40.29601594274956
54.728138094572515,41.32163456353595
52.39254408415775,43.771648508142135
49.30204801035785,54.68352865958068
72.40376583514858,66.52664236135237
74.60780654077455,41.30559619297889
79.10591640411505,58.6758622827806
52.24439369207803,62.320175925825325
80.12079738512907,52.617014426083735
61.212194820019356,38.08591384786582
55.1714314089543,40.96236003791273
49.675182859946275,49.44283762888437
61.40812359769846,38.0421647317265
74.21948599125908,40.99044545903214
77.82907054589778,45.032294700407924
65.53910768405717,37.71637486559338
73.47211663434386,40.43918253683933
74.96087702039814,64.67830669745405
79.87659887164793,50.35873430407167
55.60447484366855,40.63650170442253
51.73670733377835,61.58907484860937
59.12194271061783,38.72558085379042
73.2354561885462,66.0106650206538
67.0876913040811,37.88145685909885
69.66067939066454,38.51789135206438
61.93484602628884,68.3515663269831
54.89186110792165,41.18577129239782
49.337853745309516,51.28236974409036
63.63279236062202,68.56155920737547
51.32553065382261,60.922654760230444
49.27874848760656,51.85963745506783
77.79712031332954,44.9807244415825
74.01444544398541,40.83223208421157
51.650965933249886,61.456198558771014
49.96810435252094,57.87817105922656
50.935838110540175,46.07783551180432
79.9434899121489,55.53697939898116
