x,y
54.19748764319943,39.959554372031164
48.98043697598452,35.29988140579026
82.48660001376844,28.504405142270357
81.95197392096432,30.466596933516314
46.18289151286088,17.766901404434506
74.0978957225035,40.03645018830693
49.63621469952668,12.09892973084598
71.33764097817189,6.754610873990064
46.53329724455201,16.791612559681404
46.60776726872018,31.159274946267573
82.94048731673048,23.69523734117668
52.04568521587407,38.376336890860486
67.82364450443264,42.47786348107408
78.33138550523901,11.648037853998959
50.20124696316206,11.392729709371807
67.92702266867201,42.522958762542274
55.26966624531422,7.382016389850175
48.74846671636122,13.219530991877148
78.93525838055398,35.69878546984474
66.93400229703744,42.816653335565306
55.36213114218815,7.425106679508978
46.139022218352196,29.86602104430158
58.63379184100839,42.05057729508043
51.20614641120315,10.302527599511043
45.24878117607308,23.779747125386216
56.42890683908847,41.20206159360992
45.13233810402848,24.906011158611335
76.66743774546211,37.99298364940492
50.15592783360147,11.237483907878987
46.82014165300565,31.90951364904565
74.86784863452388,37.360384500596176
77.70976465248499,20.844956282223954
61.7023099379894,25.03407008118139
78.84684933638685,21.993266518246706
72.78543592996255,18.251864631406633
76.53613576614276,19.95392949971638
61.51415943807892,31.41337246704099
77.45686507605912,35.852695873539275
76.0230615416823,19.502428553136788
80.6170336433555,25.153129664362172
81.03879414457617,27.632479764641047
80.68167357555123,30.342654151633383
69.14849232125202,37.91689312401849
66.08666711624531,36.81506377356772
77.21690888180082,20.231130887908122
72.42988805403674,38.04595765661414
79.52750593665647,23.046321338149347
70.09834421629812,37.99464841426379
78.47401483850874,34.86212234841007
73.3356905048792,18.48587613788449
61.218417354325815,29.54781033856839
61.23720035993419,29.215487201223358
66.44952914962167,19.199467185605652
75.71617779932322,36.89442755861218
67.4401286987259,37.4791413523553
60.99779298561684,28.89818956004578
71.51647735761448,37.9839671681875
80.15074124585985,24.393144590879665
80.99321433009263,27.1907744524926
61.575586718342436,31.486659003593157
82.2858351053939,19.403817417932817
85.58477915240286,18.84422031381323
82.0161816705153,19.534889189733175
97.82178823480507,27.918107220931397
91.1087838482848,42.228424745978614
82.92021677141017,42.80710029147371
74.2883448163056,27.63785652520361
75.62218948068363,24.848237297140304
82.23277344170513,19.363345557918237
98.31985811249774,31.08235430533783
96.87346506466645,24.940435974324238
98.04996935829405,33.63547480163639
84.32204908431815,43.039250306268436
97.97629228283324,34.13719665785777
97.43098194042199,26.2479055399112
95.13391031330475,22.611550063512645
92.31550210215232,20.4763181124791
90.63905379457624,42.27769304666813
84.02941884121029,42.83693344066018
78.97135966380829,20.924290855891055
80.70718961297017,42.00765045122406
86.34867611246327,43.166006242144526
85.96222953947988,18.650977184686145
74.1881152212239,27.85818823147613
93.66191543287894,21.15528018405538
97.34058771094638,26.30320636388572
93.61209325002322,40.65058319089194
91.19922848793233,19.70668652873639
85.08921461948134,43.08083681290679
77.22294198326733,22.70058121226385
